"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2013年7月29日","155.74","158.44","158.44","155.46","2.96M","-2.09%"
"2013年7月26日","159.06","160.91","161.64","159.00","2.10M","-2.11%"
"2013年7月25日","162.49","159.46","163.46","158.46","4.35M","2.36%"
"2013年7月24日","158.74","163.09","163.09","157.36","4.85M","-2.77%"
"2013年7月23日","163.26","159.94","163.90","159.07","3.16M","2.69%"
"2013年7月22日","158.98","159.69","160.99","157.32","2.98M","-0.64%"
"2013年7月19日","160.01","168.19","168.19","158.66","8.07M","-4.90%"
"2013年7月18日","168.24","170.00","170.41","167.00","2.83M","-0.99%"
"2013年7月17日","169.93","173.18","173.45","169.83","3.01M","-2.11%"
"2013年7月16日","173.59","171.05","173.89","168.64","4.07M","1.60%"
"2013年7月15日","170.86","172.16","172.82","168.12","4.03M","-0.46%"
"2013年7月12日","171.65","177.37","178.88","171.55","4.73M","-3.65%"
"2013年7月11日","178.15","176.86","178.64","174.57","5.07M","1.10%"
"2013年7月10日","176.22","173.83","176.46","171.72","3.66M","0.93%"
"2013年7月9日","174.59","178.46","178.46","173.37","2.23M","-1.59%"
"2013年7月8日","177.42","178.98","179.90","175.46","2.65M","-0.99%"
"2013年7月5日","179.20","179.00","181.24","179.00","1.96M","0.25%"
"2013年7月4日","178.74","179.15","181.69","178.71","2.66M","-0.68%"
"2013年7月3日","179.97","180.82","181.64","178.30","3.90M","0.01%"
"2013年7月2日","179.96","176.61","180.90","175.11","3.68M","1.88%"
"2013年7月1日","176.63","174.57","177.24","173.65","2.84M","1.00%"
"2013年6月28日","174.88","171.68","175.87","171.68","3.09M","1.47%"
"2013年6月27日","172.35","171.56","174.86","170.99","3.75M","0.46%"
"2013年6月26日","171.56","171.35","172.56","167.98","3.62M","-0.59%"
"2013年6月25日","172.58","168.69","173.00","160.03","5.65M","2.27%"
"2013年6月24日","168.74","174.19","174.55","168.35","4.49M","-2.90%"
"2013年6月21日","173.79","172.76","178.07","170.46","4.36M","-0.30%"
"2013年6月20日","174.31","176.78","177.71","173.28","2.81M","-1.59%"
"2013年6月19日","177.12","173.53","177.73","171.09","3.18M","1.66%"
"2013年6月18日","174.23","171.96","174.36","169.56","3.01M","1.14%"
"2013年6月17日","172.26","176.61","177.26","172.01","3.27M","-2.34%"
"2013年6月14日","176.38","176.68","177.27","172.35","3.58M","-0.35%"
"2013年6月13日","177.01","177.38","180.44","174.55","4.95M","-0.79%"
"2013年6月7日","178.42","177.37","181.82","175.92","2.80M","-2.68%"
"2013年6月6日","183.33","182.92","186.18","182.92","3.73M","0.24%"
"2013年6月5日","182.88","183.63","184.09","181.44","2.61M","-0.26%"
"2013年6月4日","183.36","183.91","186.64","183.32","4.66M","-0.19%"
"2013年6月3日","183.71","180.09","184.14","179.26","4.43M","2.53%"
"2013年5月31日","179.18","182.70","183.09","179.09","2.70M","-1.57%"
"2013年5月30日","182.05","182.55","184.38","180.92","2.75M","-0.62%"
"2013年5月29日","183.17","184.55","188.06","183.05","3.56M","-0.32%"
"2013年5月28日","183.76","183.53","184.83","181.41","2.60M","0.25%"
"2013年5月27日","183.30","183.61","183.73","180.00","2.95M","0.35%"
"2013年5月24日","182.66","185.46","188.34","181.82","4.96M","-0.75%"
"2013年5月23日","184.04","181.46","187.72","181.46","6.85M","1.49%"
"2013年5月22日","181.34","177.86","182.36","177.36","5.08M","2.28%"
"2013年5月21日","177.29","177.16","177.96","175.92","2.54M","0.01%"
"2013年5月20日","177.27","178.91","180.44","176.77","3.40M","-0.46%"
"2013年5月17日","178.10","176.44","178.59","175.46","3.69M","0.54%"
"2013年5月16日","177.14","176.37","182.28","174.55","5.00M","0.10%"
"2013年5月15日","176.96","173.53","178.78","173.38","2.56M","1.82%"
"2013年5月14日","173.81","178.27","179.18","172.74","4.01M","-3.28%"
"2013年5月13日","179.71","179.19","183.27","176.15","3.58M","0.29%"
"2013年5月10日","179.19","179.10","182.65","178.19","5.37M","-0.04%"
"2013年5月9日","179.26","172.05","179.27","172.05","7.71M","4.39%"
"2013年5月8日","171.72","170.73","172.73","169.21","4.67M","0.64%"
"2013年5月7日","170.63","162.74","171.22","162.74","7.81M","5.56%"
"2013年5月6日","161.64","157.27","161.80","156.35","3.32M","3.10%"
"2013年5月3日","156.77","156.18","158.20","155.09","2.36M","0.78%"
"2013年5月2日","155.55","157.27","157.32","153.66","3.14M","-1.66%"
"2013年4月26日","158.17","161.28","161.82","157.28","1.79M","-1.53%"
"2013年4月25日","160.64","158.20","161.42","157.47","2.79M","1.05%"
"2013年4月24日","158.97","156.56","159.09","154.82","3.34M","1.78%"
"2013年4月23日","156.19","157.73","159.07","156.09","3.40M","-1.09%"
"2013年4月22日","157.92","162.64","162.64","157.73","4.70M","-3.08%"
"2013年4月19日","162.94","163.09","163.53","160.81","4.32M","0.04%"
"2013年4月18日","162.86","161.09","163.64","160.01","4.62M","0.37%"
"2013年4月17日","162.26","157.82","162.52","157.77","4.73M","3.08%"
"2013年4月16日","157.42","154.55","159.27","154.18","4.31M","0.24%"
"2013年4月15日","157.04","156.61","157.87","154.56","3.12M","0.30%"
"2013年4月12日","156.57","153.56","158.55","153.18","6.58M","1.96%"
"2013年4月11日","153.56","154.55","155.46","153.00","3.27M","-0.61%"
"2013年4月10日","154.51","149.09","155.55","147.91","7.79M","3.89%"
"2013年4月9日","148.73","148.99","149.91","147.91","2.66M","-0.44%"
"2013年4月8日","149.38","147.40","150.00","145.86","4.15M","0.29%"
"2013年4月3日","148.96","148.80","150.00","148.35","2.42M","0.09%"
"2013年4月2日","148.83","150.09","150.88","148.43","3.58M","-0.75%"
"2013年4月1日","149.96","152.81","153.15","149.62","3.20M","-2.32%"
"2013年3月29日","153.51","152.05","154.15","150.93","5.25M","1.22%"
"2013年3月28日","151.65","150.98","152.89","147.55","4.56M","0.02%"
"2013年3月27日","151.63","154.55","154.91","150.36","5.24M","-1.82%"
"2013年3月26日","154.44","153.73","155.65","153.10","3.57M","0.50%"
"2013年3月25日","153.66","153.64","155.24","152.82","3.52M","-0.01%"
"2013年3月22日","153.68","151.35","154.46","150.65","5.01M","1.36%"
"2013年3月21日","151.62","154.09","154.09","150.73","7.19M","-1.84%"
"2013年3月20日","154.46","150.24","155.08","149.18","7.91M","2.86%"
"2013年3月19日","150.16","152.91","154.38","149.55","6.98M","-2.52%"
"2013年3月18日","154.05","160.82","160.82","152.90","8.61M","-4.25%"
"2013年3月15日","160.88","161.38","164.27","159.18","3.96M","-1.10%"
"2013年3月14日","162.67","165.91","167.97","162.42","3.86M","-2.66%"
"2013年3月13日","167.12","165.82","169.11","165.82","3.38M","0.91%"
"2013年3月12日","165.62","169.09","169.18","163.64","2.79M","-1.63%"
"2013年3月11日","168.36","167.09","168.64","165.28","3.85M","0.58%"
"2013年3月8日","167.39","169.10","170.46","166.97","3.96M","0.15%"
"2013年3月7日","167.15","163.07","171.46","163.02","9.37M","3.75%"
"2013年3月6日","161.11","160.00","161.18","157.86","5.42M","1.27%"
"2013年3月5日","159.09","159.47","160.42","158.05","4.07M","0.16%"
"2013年3月4日","158.84","157.93","160.56","157.93","5.73M","0.52%"
"2013年3月1日","158.02","158.46","159.96","157.26","4.18M","-0.67%"
"2013年2月28日","159.09","161.64","161.64","156.36","6.25M","-1.00%"
"2013年2月27日","160.70","160.55","162.46","159.60","3.76M","-0.34%"
"2013年2月26日","161.24","164.27","167.27","161.21","4.81M","-2.05%"
"2013年2月25日","164.63","167.27","168.50","163.87","3.80M","-2.42%"
"2013年2月22日","168.72","164.55","169.64","164.55","6.92M","3.09%"
"2013年2月21日","163.65","159.30","168.36","159.14","5.92M","1.19%"
"2013年2月20日","161.73","160.91","163.62","159.11","4.02M","-0.01%"
"2013年2月19日","161.74","162.71","164.17","160.73","4.15M","-0.99%"
"2013年2月18日","163.35","171.18","171.18","162.73","6.22M","-4.35%"
"2013年2月8日","170.78","168.32","171.27","167.55","4.57M","1.45%"
"2013年2月7日","168.34","166.36","169.59","164.84","5.34M","0.67%"
"2013年2月6日","167.21","168.16","168.24","165.46","5.08M","-0.27%"
"2013年2月5日","167.66","159.05","167.73","158.00","9.66M","5.31%"
"2013年2月4日","159.21","163.64","164.50","158.18","7.15M","-2.15%"
"2013年2月1日","162.71","162.62","165.24","161.85","4.98M","0.04%"
"2013年1月31日","162.64","164.73","165.27","161.61","4.16M","-0.68%"
"2013年1月30日","163.74","160.96","165.90","160.62","7.85M","1.10%"
"2013年1月29日","161.96","160.00","163.63","156.36","12.70M","-0.19%"
"2013年1月28日","162.27","169.09","170.73","161.82","17.41M","-5.58%"
"2013年1月25日","171.86","171.82","174.36","169.18","8.80M","-12.30%"
"2013年1月24日","195.96","197.90","200.10","194.80","5.95M","-1.52%"
"2013年1月23日","198.98","196.00","199.51","193.80","5.10M","0.08%"
"2013年1月22日","198.83","195.81","199.73","189.00","7.38M","0.77%"
"2013年1月21日","197.31","202.80","202.80","196.30","7.48M","-3.17%"
"2013年1月18日","203.76","206.15","206.48","200.11","5.53M","-0.67%"
"2013年1月17日","205.13","204.99","207.68","204.52","3.62M","-0.42%"
"2013年1月16日","206.00","205.00","206.80","203.68","6.95M","-2.30%"
"2013年1月15日","210.85","208.79","212.10","206.82","5.26M","0.68%"
"2013年1月14日","209.42","208.50","210.30","202.81","6.82M","-0.87%"
"2013年1月11日","211.26","213.72","215.15","209.88","3.70M","-1.51%"
"2013年1月10日","214.50","215.58","217.00","213.00","3.05M","-0.90%"
"2013年1月9日","216.45","211.50","217.65","211.50","5.37M","2.66%"
"2013年1月8日","210.84","203.18","210.85","203.18","6.53M","3.21%"
"2013年1月7日","204.29","205.88","205.88","202.50","4.13M","-1.28%"
"2013年1月4日","206.94","212.00","212.00","205.00","5.84M","-1.00%"
"2012年12月31日","209.02","213.31","214.80","206.35","5.19M","-1.54%"
"2012年12月28日","212.30","207.60","215.58","207.60","5.66M","2.27%"
"2012年12月27日","207.58","205.30","209.50","203.74","6.09M","1.14%"
"2012年12月26日","205.25","203.78","206.80","202.71","4.49M","0.26%"
"2012年12月25日","204.72","202.90","206.87","201.22","5.95M","0.07%"
"2012年12月24日","204.58","212.01","212.01","200.00","10.01M","-5.55%"
"2012年12月21日","216.60","217.69","219.00","215.83","2.51M","-0.82%"
"2012年12月20日","218.40","218.50","220.40","215.59","3.44M","-0.48%"
"2012年12月19日","219.45","213.13","221.00","213.01","4.76M","2.29%"
"2012年12月18日","214.53","211.21","216.78","211.17","4.69M","1.63%"
"2012年12月17日","211.09","206.00","213.66","202.00","7.14M","1.52%"
"2012年12月14日","207.92","203.00","209.50","198.50","7.89M","1.08%"
"2012年12月13日","205.70","209.89","214.98","205.10","6.20M","-2.91%"
"2012年12月12日","211.86","205.00","211.99","202.50","6.43M","4.72%"
"2012年12月11日","202.31","198.50","208.00","198.50","9.22M","1.77%"
"2012年12月7日","198.79","196.99","202.69","196.58","9.95M","2.36%"
"2012年12月6日","194.21","196.20","197.00","184.00","11.76M","-1.24%"
"2012年12月5日","196.64","194.30","200.52","188.63","11.17M","-0.16%"
"2012年12月4日","196.95","195.01","199.98","190.80","7.87M","-1.62%"
"2012年12月3日","200.19","213.00","213.00","199.05","7.94M","-7.32%"
"2012年11月30日","216.01","219.20","219.20","213.21","2.14M","-1.49%"
"2012年11月29日","219.28","218.40","220.12","218.14","1.57M","0.41%"
"2012年11月28日","218.39","219.25","219.25","217.00","1.50M","-0.62%"
"2012年11月27日","219.76","217.05","221.09","216.18","2.05M","1.25%"
"2012年11月26日","217.05","221.41","221.80","215.50","2.20M","-2.33%"
"2012年11月23日","222.23","215.02","223.00","215.01","2.98M","2.27%"
"2012年11月22日","217.29","207.50","217.46","206.80","5.15M","-0.62%"
"2012年11月21日","218.65","215.85","219.80","211.79","3.33M","1.25%"
"2012年11月20日","215.96","212.85","218.34","212.50","3.81M","0.89%"
"2012年11月19日","214.05","224.40","224.40","208.90","7.05M","-4.61%"
"2012年11月16日","224.40","226.80","226.95","222.50","1.97M","-1.25%"
"2012年11月15日","227.25","229.00","229.00","226.33","1.14M","-1.47%"
"2012年11月14日","230.65","228.38","231.00","226.50","1.22M","1.14%"
"2012年11月13日","228.06","231.00","231.00","225.70","2.04M","-1.47%"
"2012年11月12日","231.46","235.00","235.78","228.89","2.05M","-1.43%"
"2012年11月9日","234.81","234.09","235.80","233.66","1.17M","0.30%"
"2012年11月8日","234.10","235.99","236.95","233.85","1.63M","-1.42%"
"2012年11月7日","237.47","235.00","238.03","235.00","1.62M","0.65%"
"2012年11月6日","235.93","242.41","242.41","235.50","4.17M","-2.88%"
"2012年11月5日","242.92","246.99","246.99","241.20","2.27M","-2.19%"
"2012年11月2日","248.36","249.20","250.50","246.28","1.70M","-0.42%"
"2012年11月1日","249.40","248.21","250.85","246.35","1.82M","0.83%"
"2012年10月31日","247.34","244.52","247.94","243.65","1.58M","1.13%"
"2012年10月30日","244.58","241.80","245.49","241.21","1.56M","1.14%"
"2012年10月29日","241.82","241.59","243.60","239.05","1.45M","0.30%"
"2012年10月26日","241.09","248.72","248.98","240.07","2.46M","-2.02%"
"2012年10月25日","246.07","247.00","248.00","244.30","915.98K","-0.09%"
"2012年10月24日","246.28","244.60","247.12","244.10","1.10M","0.65%"
"2012年10月23日","244.70","250.80","250.80","244.60","1.87M","-2.33%"
"2012年10月22日","250.54","252.68","253.53","247.80","1.91M","-0.97%"
"2012年10月19日","253.00","251.25","254.96","251.25","1.86M","0.71%"
"2012年10月18日","251.22","249.25","254.50","249.00","2.23M","0.98%"
"2012年10月17日","248.78","249.81","250.50","247.90","1.60M","-0.41%"
"2012年10月16日","249.81","245.11","251.08","245.11","2.77M","1.67%"
"2012年10月15日","245.71","244.77","247.24","244.77","1.89M","0.90%"
"2012年10月12日","243.51","242.62","244.79","241.73","1.17M","0.65%"
"2012年10月11日","241.93","242.35","243.75","241.13","1.06M","-0.78%"
"2012年10月10日","243.82","243.00","244.83","240.75","1.35M","-0.14%"
"2012年10月9日","244.15","240.98","245.05","240.04","2.34M","1.75%"
"2012年10月8日","239.94","245.30","245.30","237.48","2.36M","-2.38%"
"2012年9月28日","245.80","239.02","245.95","239.00","3.13M","2.12%"
"2012年9月27日","240.69","235.00","241.58","234.53","2.71M","2.04%"
"2012年9月26日","235.87","238.00","240.56","233.70","2.04M","-1.11%"
"2012年9月25日","238.51","232.47","238.58","231.50","2.62M","2.65%"
"2012年9月24日","232.36","229.00","232.98","228.08","1.76M","0.77%"
"2012年9月21日","230.59","228.31","233.00","228.12","1.57M","0.68%"
"2012年9月20日","229.04","230.90","232.79","228.89","2.15M","-1.09%"
"2012年9月19日","231.56","239.54","241.00","230.15","4.10M","-3.65%"
"2012年9月18日","240.33","240.79","243.10","239.50","1.83M","-0.40%"
"2012年9月17日","241.30","245.00","246.68","241.20","2.00M","-1.41%"
"2012年9月14日","244.76","241.00","245.15","239.11","2.46M","1.99%"
"2012年9月13日","239.98","240.45","241.54","238.30","1.43M","-0.12%"
"2012年9月12日","240.26","241.50","246.50","238.90","2.90M","0.22%"
"2012年9月11日","239.73","240.30","240.30","237.98","1.61M","-0.81%"
"2012年9月10日","241.68","241.71","246.00","239.28","2.82M","0.03%"
"2012年9月7日","241.60","233.20","243.00","233.20","4.28M","4.25%"
"2012年9月6日","231.75","234.25","234.50","229.10","2.08M","-0.99%"
"2012年9月5日","234.06","232.50","234.97","232.00","2.75M","0.27%"
"2012年9月4日","233.43","237.00","238.00","231.00","11.15M","6.22%"
"2012年8月31日","219.76","218.00","222.00","217.20","2.25M","0.86%"
"2012年8月30日","217.88","216.99","219.19","213.50","4.83M","-0.58%"
"2012年8月29日","219.16","225.00","225.00","218.77","3.04M","-2.82%"
"2012年8月28日","225.53","229.00","230.58","225.01","2.03M","-1.30%"
"2012年8月27日","228.50","230.50","230.63","227.15","2.09M","-1.46%"
"2012年8月24日","231.88","227.21","232.91","227.05","2.17M","1.58%"
"2012年8月23日","228.27","231.90","231.90","226.07","2.80M","-1.68%"
"2012年8月22日","232.18","236.92","236.92","230.00","2.04M","-1.53%"
"2012年8月21日","235.79","232.67","239.90","232.67","2.63M","1.35%"
"2012年8月20日","232.65","229.61","232.68","225.98","2.41M","1.32%"
"2012年8月17日","229.62","238.42","238.42","228.50","5.91M","-4.04%"
"2012年8月16日","239.28","244.26","245.50","239.07","3.15M","-1.99%"
"2012年8月15日","244.13","246.98","247.40","243.50","2.27M","-1.36%"
"2012年8月14日","247.50","248.00","249.99","245.00","1.88M","-0.20%"
"2012年8月13日","248.00","248.48","249.68","246.80","2.30M","-0.08%"
"2012年8月10日","248.21","251.00","254.70","244.02","9.12M","-4.87%"
"2012年8月9日","260.92","251.80","261.65","251.20","3.07M","3.21%"
"2012年8月8日","252.80","252.46","254.00","249.00","1.49M","0.36%"
"2012年8月7日","251.90","248.82","252.77","248.12","1.81M","1.23%"
"2012年8月6日","248.83","246.64","249.60","245.20","1.73M","0.76%"
"2012年8月3日","246.96","242.50","247.00","242.17","1.65M","1.98%"
"2012年8月2日","242.16","243.11","245.49","241.15","1.71M","-0.37%"
"2012年8月1日","243.05","246.18","248.63","241.89","2.67M","-1.38%"
"2012年7月31日","246.44","249.50","254.00","246.05","1.95M","-1.36%"
"2012年7月30日","249.84","249.25","252.60","247.55","1.75M","0.16%"
"2012年7月27日","249.45","250.88","252.00","246.80","1.84M","-2.39%"
"2012年7月25日","255.55","250.00","255.80","249.51","2.62M","2.47%"
"2012年7月24日","249.38","240.61","254.18","240.61","3.44M","2.80%"
"2012年7月23日","242.58","239.88","243.46","239.00","1.98M","-0.21%"
"2012年7月20日","243.08","245.49","250.74","242.89","2.61M","-1.27%"
"2012年7月19日","246.21","243.99","248.55","243.05","2.66M","0.51%"
"2012年7月18日","244.96","253.60","255.90","239.90","7.40M","-3.47%"
"2012年7月17日","253.76","260.00","260.99","253.31","3.60M","-3.24%"
"2012年7月16日","262.25","262.10","266.08","261.90","2.95M","-0.17%"
"2012年7月13日","262.70","255.67","264.00","255.30","2.95M","2.59%"
"2012年7月12日","256.06","258.11","265.01","255.00","3.73M","-0.76%"
"2012年7月11日","258.01","250.92","258.33","248.38","3.20M","3.04%"
"2012年7月10日","250.40","254.50","257.19","249.87","2.70M","-1.70%"
"2012年7月9日","254.73","259.88","263.00","254.63","2.85M","-2.02%"
"2012年7月6日","259.99","251.95","261.98","250.20","3.92M","3.31%"
"2012年7月5日","251.66","251.60","253.99","249.16","2.27M","-2.71%"
"2012年7月4日","258.66","257.00","259.90","252.00","4.50M","1.46%"
"2012年7月3日","254.94","241.30","255.00","241.01","5.02M","5.41%"
"2012年7月2日","241.85","240.00","244.94","236.02","2.57M","1.13%"
"2012年6月29日","239.15","235.37","241.00","235.37","2.32M","1.27%"
"2012年6月28日","236.14","241.88","242.00","235.99","2.22M","-2.38%"
"2012年6月27日","241.90","238.00","242.31","238.00","2.33M","1.70%"
"2012年6月26日","237.85","237.20","238.88","232.62","2.61M","0.11%"
"2012年6月25日","237.60","238.10","241.96","237.50","1.84M","-0.91%"
"2012年6月21日","239.78","243.56","243.60","238.80","1.70M","-1.55%"
"2012年6月20日","243.56","243.83","244.39","242.00","1.14M","-0.06%"
"2012年6月19日","243.70","245.11","248.17","241.96","1.73M","-1.12%"
"2012年6月18日","246.46","243.41","248.31","243.41","1.95M","1.27%"
"2012年6月15日","243.38","245.02","246.41","239.77","1.99M","-0.49%"
"2012年6月14日","244.59","238.00","245.79","237.22","2.87M","2.34%"
"2012年6月13日","238.99","234.50","239.18","233.10","2.05M","2.20%"
"2012年6月12日","233.85","234.21","236.49","232.13","1.64M","-0.72%"
"2012年6月11日","235.55","238.90","240.23","233.40","3.31M","-1.44%"
"2012年6月8日","238.98","239.00","240.18","236.00","1.73M","0.42%"
"2012年6月7日","237.98","238.39","240.66","236.80","1.97M","0.59%"
"2012年6月6日","236.58","241.00","242.00","236.41","1.87M","-1.75%"
"2012年6月5日","240.80","237.48","241.80","237.21","2.46M","1.81%"
"2012年6月4日","236.53","238.00","242.99","236.47","2.43M","-1.60%"
"2012年6月1日","240.37","238.00","243.00","236.71","3.85M","1.56%"
"2012年5月31日","236.68","228.20","237.80","228.00","3.74M","3.51%"
"2012年5月30日","228.66","227.51","229.98","227.00","2.57M","1.41%"
"2012年5月28日","225.49","218.01","225.90","217.81","2.78M","3.16%"
"2012年5月25日","218.58","220.24","220.87","216.00","3.06M","-0.75%"
"2012年5月24日","220.24","229.80","232.77","217.88","5.37M","-4.44%"
"2012年5月23日","230.47","229.25","232.10","228.00","2.47M","0.52%"
"2012年5月22日","229.28","225.01","231.50","225.01","4.15M","2.73%"
"2012年5月21日","223.19","217.58","224.52","217.58","2.88M","2.42%"
"2012年5月18日","217.92","218.67","219.97","215.90","2.63M","-0.90%"
"2012年5月17日","219.91","220.12","221.40","218.61","3.42M","-0.05%"
"2012年5月16日","220.02","222.95","223.40","218.00","2.81M","-1.38%"
"2012年5月15日","223.11","221.10","223.66","220.10","1.62M","0.42%"
"2012年5月14日","222.18","228.00","228.00","220.61","3.88M","-2.42%"
"2012年5月11日","227.69","228.00","228.50","225.90","2.33M","-0.00%"
"2012年5月10日","227.70","231.00","231.00","226.95","3.06M","-1.36%"
"2012年5月9日","230.83","231.12","232.65","227.20","3.29M","-1.40%"
"2012年5月8日","234.11","234.45","234.85","229.38","3.67M","-0.17%"
"2012年5月7日","234.51","234.80","237.76","233.28","3.42M","0.22%"
"2012年5月4日","234.00","226.50","234.88","226.50","3.19M","3.22%"
"2012年5月3日","226.69","225.98","227.30","223.61","2.57M","0.31%"
"2012年5月2日","225.98","226.00","226.57","222.00","3.53M","0.63%"
"2012年4月27日","224.56","216.69","225.48","216.69","4.27M","3.63%"
"2012年4月26日","216.69","214.25","217.00","213.50","3.50M","1.77%"
"2012年4月25日","212.92","212.45","213.26","210.00","1.55M","0.66%"
"2012年4月24日","211.52","212.19","213.01","209.94","2.18M","-0.15%"
"2012年4月23日","211.84","211.72","214.27","209.86","1.33M","-0.31%"
"2012年4月20日","212.50","208.30","213.35","208.30","1.70M","1.44%"
"2012年4月19日","209.48","213.78","214.37","207.81","2.18M","-2.05%"
"2012年4月18日","213.86","210.41","214.80","210.00","2.28M","1.75%"
"2012年4月17日","210.18","212.84","213.01","210.00","1.79M","-1.25%"
"2012年4月16日","212.83","212.50","215.40","211.59","2.09M","-0.09%"
"2012年4月13日","213.03","212.50","214.05","211.40","2.05M","0.29%"
"2012年4月12日","212.42","208.85","212.52","206.68","2.84M","1.71%"
"2012年4月11日","208.85","205.00","211.50","203.51","3.15M","0.36%"
"2012年4月10日","208.11","209.28","209.78","205.11","1.66M","-0.55%"
"2012年4月9日","209.26","207.55","209.92","205.60","1.45M","0.62%"
"2012年4月6日","207.97","205.62","208.08","205.53","2.67M","0.96%"
"2012年4月5日","206.00","196.10","206.40","196.10","4.10M","4.59%"
"2012年3月30日","196.96","201.16","202.99","195.00","3.80M","-2.08%"
"2012年3月29日","201.15","200.80","205.50","200.00","3.70M","-0.12%"
"2012年3月28日","201.40","199.00","205.00","198.31","5.55M","-0.05%"
"2012年3月27日","201.50","210.22","210.99","201.00","7.91M","-6.37%"
"2012年3月26日","215.20","211.12","215.90","211.10","3.77M","1.50%"
"2012年3月23日","212.02","207.50","212.55","207.50","5.49M","3.25%"
"2012年3月22日","205.35","204.32","206.90","204.29","833.19K","0.12%"
"2012年3月21日","205.10","207.80","209.00","203.86","2.95M","-1.28%"
